['Date', 'Close']
175.0,1255.8
176.0,1252.9
177.0,1260.75
178.0,1292.25
182.0,1309.8
183.0,1299.55
184.0,1283.85
185.0,1294.3
186.0,1277.35
189.0,1286.1
190.0,1264.15
191.0,1193.4
194.0,1254.65
195.0,1208.55
198.0,1155.55
199.0,1197.25
200.0,1191.8
201.0,1218.4
202.0,1212.15
205.0,1235.0
206.0,1265.4
207.0,1213.55
208.0,1234.3
209.0,1237.65
212.0,1260.9
213.0,1253.0
214.0,1267.0
215.0,1303.05
216.0,1288.2
219.0,1261.35
221.0,1201.0
222.0,1248.35
223.0,1233.85
225.0,1189.2
226.0,1202.65
227.0,1198.4
228.0,1194.2
232.0,1217.2
233.0,1197.35
234.0,1190.55
235.0,1200.95
236.0,1262.0
239.0,1280.25
240.0,1250.25
241.0,1247.5
242.0,1242.9
243.0,1257.65
246.0,1247.8
247.0,1224.85
248.0,1221.35
249.0,1240.4
250.0,1234.5
253.0,1266.0
256.0,1290.2
257.0,1273.05
260.0,1272.9
261.0,1266.55
262.0,1239.5
263.0,1229.7
264.0,1252.55
267.0,1250.25
268.0,1238.05
269.0,1224.2
270.0,1250.0
271.0,1252.85
274.0,1237.05
275.0,1230.65
276.0,1233.4
277.0,1224.75
278.0,1229.95
281.0,1225.5
282.0,1231.15
283.0,1215.65
284.0,1208.35
284.0,1218.7
287.0,1208.1
288.0,1208.05
289.0,1200.35
290.0,1207.0
291.0,1220.1
294.0,1221.35
295.0,1217.35
296.0,1203.25
297.0,1204.55
298.0,1184.4
301.0,1162.6
302.0,1160.0
303.0,1147.0
304.0,1145.6
305.0,1139.95
308.0,1125.75
309.0,1121.75
310.0,1133.15
311.0,1136.85
312.0,1149.35
315.0,1134.45
316.0,1127.6
317.0,1117.65
318.0,1111.65
319.0,1158.65
322.0,1176.75
323.0,1183.15
324.0,1148.9
325.0,1162.55
326.0,1136.0
329.0,1128.3
330.0,1155.75
331.0,1166.65
332.0,1182.2
333.0,1175.9
336.0,1190.95
337.0,1171.9
338.0,1148.2
339.0,1189.1
340.0,1153.0
343.0,1136.45
344.0,1156.3
344.0,1115.15
345.0,1095.15
346.0,1096.9
349.0,1099.45
350.0,1109.3
351.0,1152.6
352.0,1145.7
353.0,1144.5
356.0,1134.5
357.0,1130.25
359.0,1088.0
360.0,1056.15
363.0,1055.55
364.0,1015.25
365.0,1025.9
366.0,1007.9
367.0,1018.4
370.0,1026.5
371.0,1028.75
372.0,1031.6
373.0,1046.0
374.0,1064.35
376.0,1061.25
377.0,1066.1
378.0,1072.35
379.0,1078.0
380.0,1076.25
383.0,1047.25
384.0,1023.35
385.0,1015.6
386.0,1030.8
387.0,1022.45
390.0,997.65
391.0,1002.45
392.0,1023.05
393.0,1002.05
394.0,1017.8
397.0,1007.25
398.0,1001.7
399.0,1040.75
400.0,1062.5
401.0,1060.15
404.0,1041.65
406.0,1079.2
407.0,1079.3
408.0,1072.8
411.0,1078.35
412.0,1094.95
413.0,1125.5
414.0,1072.0
415.0,1063.5
418.0,1074.15
419.0,1068.4
420.0,1094.7
421.0,1123.85
422.0,1108.85
425.0,1071.95
426.0,1063.6
427.0,1048.0
428.0,1049.6
429.0,1071.3
432.0,1068.0
433.0,1048.5
434.0,1038.0
434.0,1023.05
435.0,1021.2
438.0,1011.3
439.0,1004.3
440.0,997.05
441.0,989.65
442.0,985.25
445.0,963.85
446.0,947.35
447.0,986.7
448.0,980.2
449.0,982.9
452.0,993.5
453.0,961.3
454.0,944.8
455.0,950.2
456.0,960.95
459.0,985.1
460.0,995.95
461.0,976.5
462.0,966.05
463.0,1012.2
466.0,1049.9
467.0,1029.7
468.0,1033.2
469.0,1035.55
470.0,1062.6
473.0,1035.6
474.0,1041.3
475.0,1053.4
476.0,1029.6
477.0,1040.4
480.0,1012.4
481.0,1010.45
482.0,1024.5
483.0,1045.35
487.0,1109.7
489.0,1100.3
490.0,1110.75
491.0,1082.15
494.0,1077.4
499.0,1054.55
500.0,1050.0
501.0,1011.05
502.0,1005.2
505.0,975.6
506.0,987.85
507.0,996.3
508.0,981.65
509.0,989.75
512.0,961.15
513.0,940.0
514.0,944.95
515.0,922.7
516.0,903.2
519.0,831.05
520.0,798.25
521.0,871.95
522.0,843.25
523.0,884.6
526.0,854.3
527.0,867.7
528.0,869.85
529.0,873.75
529.0,929.5
532.0,975.65
533.0,955.05
534.0,906.1
535.0,879.05
536.0,898.4
539.0,906.1
540.0,864.65
541.0,868.95
542.0,873.8
543.0,872.7
546.0,853.2
547.0,875.45
548.0,886.1
549.0,914.65
550.0,900.55
553.0,900.75
554.0,898.4
555.0,877.55
556.0,880.9
557.0,877.4
561.0,848.6
562.0,858.8
563.0,875.3
565.0,846.15
568.0,833.65
569.0,823.5
570.0,823.55
571.0,779.7
572.0,803.85
575.0,791.85
576.0,817.7
577.0,811.45
582.0,823.7
583.0,876.5
584.0,878.35
585.0,852.5
586.0,871.05
589.0,810.45
589.0,832.35
590.0,851.25
591.0,885.4
592.0,872.9
595.0,904.1
596.0,887.35
597.0,876.25
598.0,899.55
599.0,908.0
603.0,974.15
604.0,971.9
605.0,1000.9
609.0,993.4
610.0,887.2
611.0,889.15
612.0,890.75
613.0,889.3
616.0,881.7
617.0,910.55
618.0,921.0
620.0,943.75
623.0,927.45
624.0,937.05
625.0,966.75
626.0,947.0
627.0,917.0
630.0,926.9
631.0,905.05
632.0,971.15
633.0,984.75
634.0,981.05
638.0,956.1
639.0,965.1
640.0,961.15
641.0,932.4
644.0,955.45
645.0,968.9
646.0,1009.45
647.0,994.65
648.0,1039.15
650.0,983.85
651.0,975.15
652.0,956.75
653.0,981.85
654.0,966.2
657.0,914.1
658.0,879.0
659.0,890.35
660.0,888.25
661.0,909.6
664.0,910.8
665.0,921.3
666.0,900.9
667.0,888.0
668.0,863.85
671.0,858.45
672.0,844.4
673.0,876.8
674.0,881.35
675.0,865.5
678.0,858.2
679.0,847.7
680.0,876.5
681.0,856.65
682.0,844.5
685.0,852.25
686.0,830.2
687.0,876.75
688.0,868.4
689.0,798.6
692.0,767.85
693.0,750.65
694.0,728.1
695.0,783.25
696.0,793.85
699.0,812.8
700.0,831.85
701.0,860.55
702.0,802.55
703.0,799.2
706.0,806.25
707.0,808.95
708.0,838.95
709.0,833.75
709.0,840.65
712.0,815.35
713.0,829.7
714.0,860.55
715.0,853.35
716.0,845.1
719.0,833.95
720.0,819.25
721.0,828.3
722.0,833.2
726.0,841.55
727.0,841.25
728.0,841.6
729.0,817.85
730.0,819.0
733.0,818.2
734.0,834.05
735.0,818.45
736.0,792.35
737.0,812.2
739.0,814.95
740.0,848.8
742.0,844.2
743.0,838.4
746.0,856.7
747.0,864.8
748.0,850.9
749.0,836.7
750.0,810.55
753.0,762.8
754.0,748.85
755.0,730.1
756.0,721.15
757.0,766.85
760.0,766.8
761.0,721.0
762.0,713.05
763.0,688.4
764.0,676.2
767.0,620.0
768.0,665.6
769.0,671.75
771.0,657.5
774.0,619.0
775.0,575.9
776.0,546.6
778.0,524.8
781.0,572.85
782.0,592.7
783.0,543.1
784.0,495.0
785.0,453.85
788.0,491.35
789.0,559.1
790.0,546.65
791.0,547.3
792.0,498.85
795.0,496.75
796.0,540.25
797.0,540.8
799.0,537.5
801.0,547.4
802.0,508.5
803.0,506.4
804.0,500.2
805.0,525.15
808.0,546.45
809.0,528.85
810.0,534.9
812.0,530.85
815.0,519.0
816.0,483.15
817.0,482.65
818.0,469.25
819.0,506.45
822.0,519.9
823.0,504.0
824.0,527.45
826.0,559.4
829.0,564.15
830.0,532.85
831.0,534.8
832.0,549.4
833.0,521.8
836.0,522.25
838.0,541.05
839.0,507.65
840.0,481.3
843.0,469.65
844.0,479.35
845.0,477.3
846.0,510.5
847.0,513.55
850.0,510.55
851.0,500.6
852.0,478.15
854.0,471.65
857.0,476.8
858.0,482.55
859.0,477.9
864.0,496.85
865.0,498.3
868.0,515.25
869.0,506.4
870.0,504.8
872.0,536.95
875.0,512.55
876.0,525.65
877.0,538.95
878.0,510.45
879.0,503.0
882.0,500.75
883.0,496.45
884.0,492.3
885.0,496.6
886.0,486.15
890.0,499.1
891.0,507.45
892.0,509.4
893.0,511.6
895.0,491.3
896.0,499.85
897.0,498.65
898.0,482.9
899.0,502.8
902.0,515.0
903.0,524.6
904.0,514.75
905.0,509.9
906.0,511.2
909.0,500.75
910.0,485.25
911.0,480.75
912.0,489.5
913.0,474.05
917.0,468.9
918.0,480.75
919.0,482.2
920.0,483.1
925.0,459.85
926.0,446.2
927.0,460.55
928.0,463.2
929.0,481.7
932.0,463.0
935.0,477.4
936.0,506.85
939.0,519.8
940.0,497.55
941.0,505.15
942.0,514.95
943.0,509.8
946.0,519.65
947.0,521.65
948.0,526.0
949.0,558.45
950.0,574.85
953.0,523.25
954.0,538.55
954.0,544.5
955.0,578.75
959.0,579.55
961.0,604.15
962.0,602.55
966.0,592.25
968.0,577.7
969.0,572.05
970.0,573.1
973.0,561.4
974.0,550.75
975.0,542.95
976.0,568.1
977.0,583.9
980.0,601.9
981.0,598.5
982.0,623.6
987.0,666.4
988.0,651.0
989.0,635.35
990.0,631.7
991.0,630.95
994.0,615.25
995.0,641.1
996.0,621.7
997.0,619.8
998.0,644.05
1001.0,743.85
1002.0,669.75
1003.0,676.65
1004.0,647.45
1005.0,634.05
1008.0,631.35
1009.0,624.45
1010.0,648.55
1011.0,663.2
1012.0,704.6
1014.0,697.65
1015.0,694.75
1016.0,696.85
1017.0,707.2
1018.0,721.35
1021.0,742.1
1022.0,782.15
1023.0,781.8
1024.0,775.1
1025.0,764.55
1028.0,778.0
1029.0,389.15
1030.0,378.75
1031.0,376.4
1032.0,379.8
1035.0,369.65
1036.0,366.65
1037.0,381.75
1038.0,380.5
1039.0,397.4
1042.0,386.2
1043.0,389.85
1044.0,392.95
1045.0,390.0
1046.0,390.95
1049.0,380.7
1050.0,389.15
1051.0,381.15
1052.0,388.15
1053.0,395.15
1056.0,397.5
1057.0,406.95
1058.0,423.15
1059.0,419.8
1060.0,434.1
1063.0,500.55
1064.0,477.6
1065.0,466.3
1066.0,475.65
1067.0,482.0
1070.0,480.3
1071.0,480.65
1072.0,499.8
1073.0,533.1
1074.0,525.95
1076.0,531.65
1077.0,530.15
1078.0,529.0
1079.0,517.4
1080.0,509.1
1083.0,539.05
1084.0,541.9
1085.0,519.65
1086.0,526.75
1087.0,521.5
1090.0,510.15
1091.0,508.85
1092.0,498.05
1093.0,501.0
1094.0,509.25
1097.0,521.55
1098.0,528.3
1099.0,548.5
1100.0,547.75
1101.0,540.8
1104.0,527.05
1104.0,526.9
1105.0,534.6
1106.0,533.65
1107.0,531.9
1110.0,550.95
1111.0,554.65
1112.0,560.45
1113.0,556.55
1114.0,560.35
1117.0,559.1
1118.0,571.9
1119.0,570.5
1120.0,582.95
1121.0,584.0
1125.0,602.65
1126.0,590.9
1127.0,602.55
1128.0,587.4
1132.0,610.4
1133.0,621.0
1134.0,629.85
1138.0,615.3
1139.0,614.2
1140.0,591.7
1141.0,571.4
1142.0,561.75
1145.0,579.85
1147.0,592.95
1148.0,581.8
1149.0,598.3
1150.0,608.8
1153.0,621.05
1154.0,632.8
1155.0,625.85
1156.0,639.8
1159.0,644.55
1160.0,642.75
1161.0,642.85
1162.0,634.05
1163.0,628.3
1166.0,606.05
1167.0,625.7
1168.0,624.5
1169.0,622.15
1172.0,622.75
1173.0,626.65
1174.0,645.25
1175.0,655.35
1176.0,670.15
1179.0,665.75
1180.0,690.45
1181.0,686.9
1182.0,679.9
1183.0,693.15
1186.0,694.1
1187.0,699.05
1188.0,702.8
1189.0,687.9
1190.0,670.45
1193.0,688.4
1194.0,685.75
1195.0,684.3
1196.0,690.05
1197.0,695.2
1200.0,699.4
1201.0,698.3
1202.0,706.7
1203.0,705.65
1204.0,706.1
1207.0,705.1
1208.0,700.95
1209.0,713.15
1210.0,722.75
1211.0,727.5
1214.0,734.05
1215.0,724.05
1216.0,746.55
1217.0,749.3
1222.0,741.4
1223.0,742.75
1224.0,750.25
1232.0,751.65
1233.0,751.85
1234.0,734.85
1235.0,714.4
1236.0,699.8
1239.0,714.2
1240.0,750.05
1241.0,788.55
1242.0,779.85
1243.0,791.4
1246.0,802.2
1247.0,780.7
1248.0,779.4
1249.0,770.65
1250.0,757.85
1253.0,756.2
1255.0,743.3
1256.0,741.75
1257.0,736.2
1259.0,746.15
1260.0,738.4
1261.0,752.95
1262.0,738.7
1263.0,723.5
1264.0,729.7
1266.0,724.15
1267.0,735.15
1268.0,732.3
1269.0,742.7
1273.0,746.15
1274.0,758.15
1275.0,758.65
1276.0,758.8
1277.0,750.55
1280.0,757.25
1281.0,762.1
1282.0,765.35
1283.0,766.25
1284.0,761.8
1290.0,763.2
1291.0,768.75
1292.0,763.9
1293.0,762.6
1296.0,762.7
1297.0,768.7
1298.0,780.05
1299.0,791.6
1300.0,796.95
1303.0,818.0
1304.0,829.0
1305.0,840.7
1306.0,825.85
1307.0,820.9
1310.0,827.6
1311.0,828.65
1313.0,829.8
1314.0,825.05
1317.0,811.95
1318.0,800.0
1319.0,780.65
1319.0,807.8
1323.0,803.35
1324.0,796.05
1325.0,798.05
1326.0,799.45
1327.0,791.6
1330.0,798.1
1331.0,820.85
1333.0,821.7
1334.0,815.1
1337.0,811.95
1338.0,789.5
1339.0,785.0
1340.0,785.95
1341.0,780.2
1344.0,785.1
1345.0,787.3
1346.0,770.3
1347.0,759.75
1348.0,765.4
1351.0,766.8
1352.0,761.0
1353.0,765.75
1354.0,767.1
1355.0,741.4
1358.0,770.25
1359.0,756.3
1360.0,759.45
1361.0,765.6
1362.0,763.85
1365.0,745.75
1366.0,735.1
1367.0,721.5
1368.0,730.0
1369.0,718.7
1372.0,717.6
1373.0,699.55
1374.0,738.0
1375.0,741.85
1376.0,750.8
1379.0,743.05
1379.0,739.2
1380.0,754.25
1381.0,765.45
1382.0,765.35
1385.0,753.25
1386.0,750.2
1387.0,733.05
1388.0,750.5
1389.0,759.1
1392.0,781.0
1393.0,766.1
1394.0,774.8
1395.0,775.3
1396.0,783.2
1399.0,787.7
1400.0,778.65
1401.0,786.3
1402.0,773.45
1403.0,758.5
1406.0,764.75
1407.0,753.8
1408.0,751.0
1409.0,732.0
1410.0,743.8
1413.0,739.0
1414.0,759.15
1415.0,764.6
1416.0,776.8
1417.0,774.45
1420.0,791.7
1421.0,774.65
1422.0,774.65
1423.0,782.1
1424.0,833.65
1427.0,826.7
1428.0,827.25
1429.0,843.0
1430.0,843.7
1431.0,839.3
1434.0,849.25
1435.0,849.15
1436.0,854.45
1437.0,850.0
1438.0,839.8
1440.0,838.3
1441.0,832.05
1442.0,868.8
1443.0,877.85
1444.0,864.7
1447.0,879.85
1448.0,864.5
1449.0,858.15
1450.0,853.45
1451.0,854.4
1454.0,854.1
1455.0,850.2
1456.0,871.1
1457.0,872.05
1458.0,868.95
1461.0,870.4
1462.0,870.7
1463.0,871.2
1464.0,876.5
1465.0,856.05
1468.0,845.65
1469.0,843.75
1469.0,858.4
1470.0,844.1
1471.0,837.3
1474.0,855.35
1475.0,871.35
1476.0,879.05
1477.0,874.7
1481.0,879.75
1482.0,895.35
1483.0,914.8
1484.0,895.4
1485.0,913.8
1488.0,912.25
1489.0,953.95
1490.0,935.25
1491.0,931.35
1492.0,931.95
1495.0,927.6
1496.0,919.65
1497.0,920.35
1498.0,926.95
1499.0,961.6
1502.0,955.8
1503.0,950.25
1504.0,959.65
1505.0,948.8
1506.0,942.6
1509.0,940.9
1510.0,950.7
1511.0,992.85
1512.0,986.05
1513.0,950.3
1516.0,981.25
1517.0,967.75
1518.0,963.25
1519.0,986.2
1520.0,1040.2
1523.0,1066.95
1524.0,1062.6
1525.0,1048.2
1526.0,1052.9
1527.0,1052.9
1529.0,1053.4
1530.0,1049.45
1531.0,1052.8
1532.0,1069.15
1533.0,1077.75
1536.0,1068.15
1537.0,1091.1
1538.0,1092.3
1539.0,1064.75
1540.0,1055.9
1543.0,1066.0
1544.0,1048.9
1546.0,1042.8
1547.0,1015.4
1550.0,1039.1
1551.0,1030.05
1552.0,1004.75
1553.0,1021.8
1554.0,1047.25
1557.0,1071.3
1558.0,1076.0
1559.0,1081.9
1560.0,1095.8
1561.0,1097.35
1564.0,1101.7
1565.0,1087.5
1566.0,1079.15
1567.0,1072.6
1568.0,1074.9
1571.0,1076.1
1572.0,1080.95
1573.0,1103.65
1574.0,1140.7
1578.0,1166.7
1579.0,1160.8
1580.0,1149.75
1581.0,1140.0
1582.0,1141.1
1585.0,1141.2
1586.0,1146.35
1587.0,1156.95
1588.0,1170.2
1589.0,1165.65
1596.0,1158.05
1597.0,1144.75
1598.0,1158.95
1599.0,1171.7
1600.0,1142.65
1603.0,1130.9
1604.0,1098.5
1605.0,1135.95
1606.0,1124.25
1607.0,1120.15
1610.0,1137.4
1611.0,1202.55
1612.0,1193.0
1613.0,1212.2
1614.0,1211.65
1617.0,1209.2
1618.0,1188.55
1620.0,1199.4
1621.0,1181.35
1624.0,1159.5
1624.0,1150.15
1625.0,1182.45
1626.0,1183.7
1627.0,1148.8
1630.0,1131.15
1631.0,1125.1
1632.0,1098.3
1633.0,1090.75
1634.0,1089.6
1637.0,1112.3
1638.0,1097.7
1639.0,1096.5
1640.0,1109.2
1641.0,1089.7
1644.0,1138.6
1645.0,1138.75
1646.0,1125.55
1647.0,1111.8
1648.0,1110.05
1651.0,1110.25
1654.0,1124.5
1656.0,1150.2
1657.0,1135.55
1660.0,1108.25
1661.0,1117.7
1662.0,1126.7
1663.0,1108.55
1664.0,1077.05
1667.0,1097.55
1668.0,1089.8
1669.0,1114.85
1670.0,1098.0
1671.0,1082.75
1674.0,1070.8
1675.0,1069.5
1676.0,1064.35
1677.0,1093.4
1678.0,1119.65
1681.0,1119.9
1682.0,1138.7
1683.0,1151.95
1684.0,1183.9
1684.0,1180.15
1687.0,1213.2
1688.0,1239.85
1689.0,1221.85
1690.0,1199.2
1691.0,1196.0
1694.0,1178.4
1696.0,1210.1
1698.0,1191.4
1701.0,1144.6
1702.0,1164.7
1703.0,1218.7
1704.0,1192.1
1708.0,1197.85
1709.0,1189.0
1710.0,1180.6
1711.0,1158.65
1712.0,1165.65
1715.0,1158.45
1716.0,1138.45
1717.0,1137.05
1718.0,1115.0
1719.0,1148.95
1722.0,1135.55
1723.0,1139.9
1724.0,1140.25
1725.0,1111.75
1726.0,1127.1
1729.0,1131.1
1730.0,1141.7
1731.0,1155.05
1732.0,1164.85
1733.0,1175.0
1736.0,1166.55
1737.0,1149.9
1738.0,1128.6
1739.0,1135.75
1740.0,1144.55
1743.0,1151.95
1744.0,1157.15
1744.0,1175.4
1745.0,1167.75
1746.0,1152.1
1749.0,1164.35
1750.0,1179.3
1751.0,1181.4
1752.0,1186.35
1753.0,1189.2
1756.0,1175.3
1757.0,1191.05
1758.0,1184.25
1759.0,1151.15
1760.0,1109.2
1763.0,1069.3
1764.0,1106.75
1765.0,1083.5
1766.0,1097.0
1767.0,1137.75
1770.0,1150.6
1771.0,1154.0
1772.0,1169.85
1773.0,1184.2
1774.0,1191.9
1777.0,1185.7
1778.0,1179.45
1779.0,1182.8
1780.0,1195.9
1781.0,1171.65
1784.0,1156.65
1785.0,1145.35
1786.0,1149.05
1787.0,1123.7
1788.0,1146.05
1791.0,1125.05
1792.0,1140.05
1793.0,1132.45
1794.0,1122.55
1795.0,1133.4
1798.0,1139.9
1799.0,1144.65
1800.0,1147.15
1801.0,1129.55
1802.0,1137.0
1804.0,1135.25
1805.0,1130.65
1806.0,1110.35
1807.0,1095.85
1808.0,1057.95
1811.0,1005.35
1812.0,964.8
1813.0,984.05
1814.0,978.35
1815.0,947.15
1819.0,973.6
1820.0,999.9
1821.0,962.35
1822.0,928.95
1825.0,918.05
1826.0,981.6
1827.0,962.6
1828.0,950.4
1829.0,948.45
1832.0,1019.6
1833.0,1042.4
1835.0,1022.1
1838.0,1027.7
1839.0,1033.9
1840.0,1031.0
1841.0,1036.05
1842.0,1016.05
1845.0,985.7
1846.0,993.75
1847.0,1015.1
1848.0,1041.75
1849.0,1027.75
1852.0,1018.05
1853.0,1057.95
1854.0,1043.5
1855.0,994.4
1856.0,990.3
1859.0,996.95
1860.0,1040.55
1861.0,1047.9
1862.0,1061.45
1863.0,1037.3
1866.0,1043.3
1867.0,1045.95
1868.0,1043.55
1870.0,1048.55
1873.0,1064.7
1874.0,1040.85
1875.0,1079.05
1876.0,1092.75
1877.0,1134.25
1880.0,1120.25
1881.0,1033.55
1882.0,1048.95
1883.0,1044.9
1884.0,1049.85
1887.0,1079.75
1888.0,1098.65
1889.0,1095.9
1891.0,1121.5
1894.0,1115.8
1894.0,1108.45
1895.0,1106.85
1896.0,1105.0
1897.0,1099.8
1901.0,1105.25
1902.0,1122.95
1904.0,1131.0
1907.0,1128.4
1908.0,1124.4
1909.0,1117.25
1910.0,1115.15
1911.0,1086.6
1914.0,1067.2
1915.0,1081.85
1916.0,1062.3
1917.0,1091.8
1918.0,1063.9
1921.0,1088.5
1922.0,1093.3
1923.0,1115.55
1924.0,1134.8
1925.0,1178.0
1928.0,1180.95
1930.0,1179.55
1931.0,1177.6
1932.0,1172.4
1935.0,1180.35
1936.0,1178.7
1937.0,1182.45
1938.0,1182.5
1939.0,1146.3
1942.0,1143.65
1943.0,1133.35
1944.0,1158.7
1945.0,1151.7
1946.0,1157.15
1949.0,1188.4
1950.0,1179.45
1951.0,1169.2
1952.0,1165.7
1953.0,1160.65
1960.0,1178.6
1961.0,1197.6
1962.0,1173.0
1963.0,1172.0
1964.0,1169.4
1965.0,1172.5
1967.0,1171.35
1968.0,1165.4
1969.0,1137.0
1970.0,1089.5
1971.0,1085.75
1974.0,1109.4
1975.0,1103.95
1976.0,1076.15
1977.0,1075.55
1978.0,1079.5
1981.0,1077.7
1982.0,1088.7
1983.0,1098.0
1985.0,1108.75
1988.0,1111.75
1989.0,1132.4
1989.0,1128.7
1990.0,1148.0
1991.0,1171.55
1994.0,1193.85
1995.0,1198.0
1996.0,1219.65
1997.0,1228.6
1998.0,1233.4
2001.0,1225.7
2002.0,1220.0
2003.0,1241.6
2004.0,1225.35
2005.0,1228.75
2009.0,1237.05
2010.0,1252.35
2011.0,1259.8
2012.0,1270.0
2015.0,1252.05
2016.0,1226.55
2017.0,1221.95
2019.0,1219.6
2020.0,1217.25
2021.0,1218.4
2023.0,1207.3
2024.0,1202.0
2025.0,1192.85
2027.0,1208.55
2030.0,1189.05
2031.0,1197.0
2032.0,1154.55
2033.0,1163.7
2034.0,1169.55
2037.0,1122.0
2038.0,1134.85
2039.0,1175.75
2040.0,1167.75
2041.0,1184.65
2044.0,1161.6
2045.0,1174.75
2046.0,1165.1
2047.0,1141.2
2048.0,1168.8
2050.0,1194.25
2051.0,1178.0
2052.0,1178.45
2057.0,1164.1
2058.0,1156.2
2059.0,1138.1
2060.0,1131.65
2061.0,1068.35
2064.0,1069.75
2065.0,1090.85
2066.0,1097.55
2067.0,1102.95
2068.0,1088.45
2071.0,1064.25
2072.0,1194.2
2073.0,1171.05
2074.0,1194.65
2075.0,1204.0
2076.0,1201.85
2078.0,1246.6
2080.0,1267.25
2081.0,1279.5
2082.0,1276.8
2085.0,1273.25
2086.0,1200.7
2087.0,1225.55
2088.0,1232.55
2089.0,1230.75
2092.0,1225.95
2093.0,1226.3
2094.0,1223.4
2095.0,1222.0
2096.0,1210.65
2099.0,1209.2
2100.0,1224.05
2101.0,1225.15
2102.0,1221.45
2103.0,1220.8
2106.0,1224.7
2107.0,1240.35
2108.0,1240.55
2109.0,1245.35
2109.0,1224.6
2112.0,1213.25
2113.0,1226.5
2114.0,1251.15
2115.0,1240.2
2116.0,1230.9
2119.0,1233.55
2120.0,1248.1
2121.0,1250.4
2122.0,1254.0
2123.0,1272.45
2126.0,1257.15
2127.0,1273.95
2128.0,1252.8
2129.0,1224.05
2130.0,1233.45
2133.0,1216.75
2134.0,1235.1
2135.0,1246.7
2136.0,1258.85
2137.0,1277.45
2140.0,1259.45
2141.0,1239.4
2142.0,1247.85
2143.0,1240.6
2144.0,1247.75
2147.0,1259.4
2148.0,1261.7
2149.0,1258.3
2150.0,1236.0
2151.0,1249.4
2154.0,1207.35
2155.0,1185.9
2156.0,1195.3
2157.0,1201.0
2158.0,1223.05
2161.0,1214.25
2162.0,1209.15
2163.0,1213.15
2164.0,1198.45
2165.0,1225.3
2168.0,1231.0
2169.0,1243.65
2169.0,1224.65
2170.0,1232.8
2171.0,1236.9
2174.0,1228.9
2175.0,1264.05
2176.0,1249.2
2177.0,1258.15
2178.0,1280.05
2181.0,1266.3
2182.0,1268.4
2184.0,1263.55
2185.0,1278.6
2189.0,1298.65
2190.0,1291.65
2191.0,1323.45
2192.0,1322.85
2195.0,1320.45
2196.0,1350.9
2197.0,1343.3
2198.0,1367.15
2199.0,1343.75
2201.0,1337.85
2202.0,1340.85
2203.0,1364.5
2204.0,1375.6
2205.0,1386.7
2206.0,1386.5
2208.0,1371.45
2209.0,1392.65
2210.0,1414.9
2211.0,1417.7
2212.0,1413.1
2215.0,1342.1
2216.0,1299.8
2218.0,1322.0
2219.0,1304.05
2222.0,1289.45
2223.0,1293.2
2224.0,1285.6
2225.0,1271.55
2226.0,1295.9
2229.0,1302.95
2231.0,1322.65
2232.0,1317.15
2233.0,1304.0
2236.0,1292.7
2237.0,1294.85
2238.0,1289.35
2239.0,1289.45
2240.0,1298.45
2243.0,1294.65
2244.0,1295.9
2245.0,1283.15
2246.0,1307.35
2247.0,1289.7
2250.0,1318.9
2251.0,1314.6
2253.0,1315.35
2254.0,1315.3
2257.0,1308.4
2258.0,1311.5
2259.0,1315.5
